name,line
Jan,"Sometimes a manager, like yourself, has to deliver the bad news to the employees. I do it all the time."
Michael,When have you ever done that?
Jan,I'm doing it right now. To you.
Jim,"Last night on Trading Spouses, there's... have you seen it?"
Pam,No. I have a life.
Jim,"Interesting, what's that like?"
Pam,You should try it sometime.
Jim,Wow. But then who would watch my TV? That is...
Pam,... your problem.
Michael,Jimbo! Ha haaaaa. Ah.
Michael,"There's a decision that needs to be made, and I'm having an unbelievably a busy day. So I'm going to let you pick a health care plan for our office and then explain it to your co-workers."
Jim,Gosh.
Michael,Yeah!
Jim,That is a great offer. Thank you. I really think I should be concentrating on sales.
Michael,Really?
Jim,"Yeah. I just don't think this is the kind of task, that I... am going to do. You know who would be great for this?"
Jim,"Any time Michael asks me to do anything, I just tell him that Dwight should do it."
Dwight,Yes. I can do it. I'm your man.
Jim,"Right now, this is just a job. If I advance any higher in this company then this would be my career. And uh, well, if this were my career, I'd have to throw myself in front of a train."
Dwight,"OK, first, let's go over some parameters. How many people can I fire?"
Michael,"Ah, none. You're picking a health care plan."
Dwight,"OK, we'll table that for the time being. Two, I'll need an office. I think the conference room should be fine."
Michael,You can use the conference room as a temporary workspace.
Dwight,"Yes, I have an office. Bigger than his."
Michael,"Nope, you cannot use it."
Dwight,"OK, I take it back, it's a workspace."
Michael,Temporary workspace. You can use it.
Dwight,Thank you.
Michael,"If Dwight fails, then that is strike two, and good for me for, ah, for giving him a second chance. And if he succeeds, then, you know, no one will be prouder than I am. I groomed him. I made him what he is today. Unless he fails, and we've talked about that already."
Dwight,What did I do? I did my job. I slashed benefits to the bone. I saved this company money. Was I too harsh? Maybe. I don't believe in coddling people.
Dwight,"In the wild, there is no health care. In the wild, health care is, ""Ow, I hurt my leg. I can't run. A lion eats me and I'm dead."" Well, I'm not dead. I'm the lion. You're dead."
Stanley,"There's no dental, there's no vision, there's a $1,200 deductible."
Pam,"Dunder Mifflin, this is Pam."
Michael,"Pam, Michael Scott. How's tricks?"
Pam,Where are you?
Michael,"Oh, I am in my office. I am swamped. I have work up to my ears I'm busy, busy, busy. Can't step away. I just wanted to check in and see how everybody's doing. Everybody cool out there?"
Pam,"Actually, people are really unhappy. Um, Dwight sent around this memo and people are freaking out 'cause the..."
Michael,"Pam! Whoa, whoa, I'm sorry, I'm sorry, I, I, I, I gotta go. I'm getting a call."
Pam,No you're not.
Michael,"I have to make a call after I finish... my work. You know what? Uh, just don't let anybody in my office under any conditions today. I'm just too busy. Too swamped, you know? I am unreachable. I am incommunicado, capisce?"
Pam,OK.
Michael,"Thank you, Oh, gah, here we go again. Gotta go, I have to take this."
Pam,Still no one calling.
Pam,"Dwight, what..."
Dwight,"Uh, knock, please. Please knock. This is an office."
Jim,"It says ""workspace""."
Dwight,Same thing.
Jim,"If it's the same thing, then why did you write ""workspace""?"
Dwight,"Just knock, Please? As a sign of respect for your superior."
Jim,You are not my superior.
Dwight,"Oh gee, then why do I have an office?"
Jim,I thought it was a workspace?
Pam,OK. Dwight. Are you really in charge of picking the health care plan?
Dwight,Yes. And my decision in final.
Pam,This is a ridiculously awful plan. Because you cut everything.
Dwight,"Aww, times are tough, Pam. Deal with it."
Jim,"You cut more than you had to, didn't you?"
Dwight,Sure.
Jim,"Well, why did you do that? You work here, don't you want good insurance?"
Dwight,Don't need it. Never been sick. Perfect immune system.
Jim,"OK, well, if you've never been sick, then you don't have any antibodies."
Dwight,"I don't need them. Superior genes. I'm a Schrute. And superior brain power. Through concentration, I can raise and lower my cholesterol at will."
Pam,Why would you want to raise your cholesterol?
Dwight,So I can lower it.
Oscar,He literally won't come out of his office.
Kevin,He's got to come out sometime. To go to the bathroom.
Angela,Kevin! That's inappropriate.
Oscar,"Michael, can I talk to you?"
Michael,"Ah, uh, I would love to, but I am really busy. Rain check?"
Meredith,"Michael. Michael, please, can we talk to you about this memo?"
Michael,"Ah, what? Which memo?"
Pam,Dwight's health care memo. I told you about it.
Michael,Is it a good plan?
Dwight,It's a great plan. It saves the company a fortune.
Oscar,It's like a pay decrease.
Pam,"Michael, he made huge cuts."
Michael,"Cuts? What? Wow, Dwight, did you make cuts?"
Dwight,"Yeah, you said..."
Michael,"No, no , no, you know what? I said nothing specific because I was so busy. Why don't you go in there and find these people a plan that will work for them? OK?"
Dwight,I can handle that.
Michael,"OK? All right. Do we feel good? All right. Good. Plus, there's some other good news. Today, at the end of the day, I will have, for all of you, a big surprise. OK? So hang in there, and I will see you at the end of the day. Right?"
Oscar,This is not good.
Angela,It's ridiculous. Did you talk to him?
Oscar,What was that?
Angela,You let him walk all over you. It's just pathetic.
Kevin,What are you guys talking about?
Angela,"Nothing, Kevin."
Michael,"Do I know what the surprise is? Hell no! It doesn't matter. The point is, they're not unhappy anymore. They're out there thinking, ""Wow, my boss really cares about me. He has a surprise. He's cool. I... what a great guy. I love him. I... love him."
Dwight,"OK, everyone. Gather round. Step forward. It has been brought to my attention that some of you are unhappy with my plan. So what I'd like you to do is to fill this out and write down any diseases you have that you might want covered and I'll see what I can do."
Jim,"OK, you know what Dwight? We can't write our diseases down for you because that's confidential."
Dwight,"OK, well, I didn't say to write your name down, did I? Fill it out, leave it anonymous. Or, don't write any disease down at all and it won't be covered. Sound fair? Good. I'll be in my office."
Jim,Workspace.
Michael,You know what? Come with me. We are going on a little mission. Operation Surprise.
Pam,Where are you going?
Michael,"Um, headed out. Part of my busy day, you know. Meetings. Couldn't find the knob."
Michael,"So, basically, I want to do something nice for my employees. Atlantic City, OK? They have this thing where they send a bus, right, for free. Picks everybody up, you head down there, get to the hotel, room is comped, they give you a pile of chips, and your food, everything just kind of all-inclusive, free kind of weekend."
Travel Agent,"I don't know of anything like that, but, um, you know what you might want to do, is just call those casinos directly. Um, maybe?"
Michael,"Yeah, yeah, yeah. I did, so..."
Jim,Wait. What are you writing? Don't write Ebola or mad cow disease. Right? 'Cause I'm suffering from both.
Pam,I'm inventing new diseases.
Jim,"Oh, great."
Pam,"So, let's say my teeth turn to liquid and then, they drip down the back of my throat. What would you call that?"
Jim,I thought you said you were inventing diseases? That's spontaneous dental hydroplosion.
Pam,Nice.
Jim,Thank you.
Michael,"Calling you to ask you a little favoroonie my friend. Um, trying to give the troops around here a little bit of a boost. And I was thinking that maybe we could take them down to take a spin on your big ride."
Man on Phone,You mean the elevator that takes you down into the mineshaft? It's not really a ride.
Michael,Its says here that it's a 300ft drop.
Man on Phone,"It goes 300 feet into the earth, but it moves really slowly."
Michael,So it's not a free fall?
Man on Phone,It's an industrial coal elevator.
Michael,"Uh, all right. Well, once you get down into the mine, what... you got laser tag or something?"
Michael,"OK, so I don't know what the surprise is. Am I worried? No. No way. See, I thrive on this. This is my world. This is improv. This is Whose Line is it Anyway?"
Dwight,Damnit! Damnit Jim!
Dwight,"All right, who did this? I'm not mad. I just want to know who did it so I can punish them."
Jim,What are you talking about?
Dwight,"Uh, someone forged, uh, medical information and that is a felony."
Jim,"OK, whoa. 'Cause that is a pretty intense accusation. How do you know that they're fake?"
Dwight,"Uh, leprosy? Flesh eating bacteria. Hot-dog fingers. Government-created killer nanorobot infection."
Dwight,"You did this, didn't you?"
Jim,Absolutely not.
Dwight,Yes you did.
Jim,No I didn't.
Dwight,"I know it was you. Fine. You know what? I'll have to interview each and every one of you until the perpetrator makes him or herself known. And until that time, there will be no health care coverage for any one!"
Jim,Killer nanorobots?
Pam,It's an epidemic.
Dwight,"The problem, Jim, is that people who are really suffering from a medical condition won't receive the care they need, because someone in this office is coming up with all this ridiculous stuff. ""Count Choculitis"""
Jim,Sounds tough.
Dwight,Why did you write that down Jim? Is it because you know I love Count Chocula?
Jim,Do you?
Dwight,I think you need to confess...
Jim,Mmm hmm.
Dwight,...the fact...
Jim,Yep.
Dwight,What are you doing? Those are my keys.
Jim,Good luck.
Dwight,Jim! Damnit! No! Jim! Let me out! Jim! Let...
Stanley,...the light green or green...
Jim,Jim Halpert.
Dwight,Let me out.
Jim,Who is this?
Dwight,Let me out or you're fired.
